"","xml_link","title.x","description","show_link","number_episodes","explicit","birthday","zodiac","podcast_id","average_rating","ratings_count","categories"
"308","https://teamsoulpodcast.libsyn.com/rss","Team Soul Podcast","Team Soul Training, Fitness, Shenanigans, and More...","http://teamsoulpodcast.libsyn.com/website",75,"explicit","Fri, 01 Dec 2017 17:00:00 +0000","Sagittarius","83a96f9cb6cf6d60155151d5771b3960",5,80,"health-fitness-fitness, sports, education, health-fitness"
"309","https://trainerroad.libsyn.com/rss","Ask a Cycling Coach Podcast - Presented by TrainerRoad","The only podcast dedicated to making you a faster cyclist. TrainerRoad's Ask a Cycling Coach podcast gives you the chance to get answers to your cycling and triathlon training questions with USAC/USAT Level I certified coach Chad Timmerman and other special guests.","https://www.trainerroad.com/podcast",422,"not explicit","Mon, 17 Aug 2015 00:00:00 +0000","Leo","84e733860802c37a1ef0488e119800cb",5,1000,"sports, health-fitness"
"310","https://feeds.redcircle.com/258eec8d-b498-44a1-a0f1-b145c7e991c8","Seasoned Athlete","<p>The Seasoned Athlete Podcast is the place for conversations, stories, advice and motivation featuring currently competing elite athletes from a wide variety of sports who all have one common bond: they are ALL over age 40. Through this show, we hope to inspire listeners to believe in their own athletic potential and capabilities, regardless of age. Because after all - age is not just a number...it is an asset!</p>","https://redcircle.com/shows/seasoned-athlete",133,"not explicit","Fri, 02 Jun 2017 00:01:35 +0000","Gemini","8538eb01c6462230a1569af2cbf50b9b",5,54,"health-fitness, health-fitness-fitness"
"311","https://feeds.acast.com/public/shows/0d601f92-7126-4d2c-875a-543fe6b1e919","OPP with Corey Cambridge","Other People's Podcast highlights your favorite podcasters, and the dope shows they created. Have you ever wondered how the world's biggest podcasters rose to the top of the charts? On OPP, we interview the world's biggest podcasters and uncover the real stories of the people behind the mic. Expect to get a glimpse across all genres of podcasting from true crime to fantasy sports and hear rare insights, dope stories, and much more!<br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","https://opp.news/",107,"not explicit","Fri, 14 Sep 2018 10:00:07 GMT","Virgo","85bd2d1b1ab9ac499aa9b40fdb5721aa",5,85,"technology, news-entertainment-news, news"
"312","https://anchor.fm/s/ef09c64/podcast/rss","Mirror Mirror Empowerment","This podcast is for the millineum who has been much like myself and has allowed life and its curve balls to stop us from being all God created us to be! If you have a desire to BE MORE, do more, unlock your potential or just all out vent, this podcast is for you!!! Mirror Mirror, WHO DO YOU SEE, SEE YOURSELF HOW GOD SEES YOU!","https://podcasters.spotify.com/pod/show/candace-brock-bowden",2,"not explicit","Tue, 08 Oct 2019 13:45:06 GMT","Libra","864771c3bce10127325a9768025d2f90",5,96,"arts, arts-fashion-beauty"
"313","https://anchor.fm/s/353d7ba8/podcast/rss","Online Course Masters","Online Course Masters is a podcast that gets inside the minds of online course creators successfully creating and selling courses on marketplaces like Udemy and Skillshare, as well as self-hosting courses on their on sites with tools like Teachable, Thinkific, and others.","https://onlinecoursemasters.teachable.com/",102,"not explicit","Mon, 30 Jan 2017 10:00:00 GMT","Aquarius","86f4f391d9d69d472fa47243c861d476",5,60,"education, business-careers, business"
"314","https://eatingdisorderrecovery.libsyn.com/rss","The Eating Disorder Recovery Podcast","Healing your relationship with food, your body and your Self

The Eating Disorder Recovery Podcast is a show about the recovery process from eating disorders including anorexia, bulimia, binge eating, as well as disordered eating, emotional eating, dieting, and exercise addiction. The show is for anyone who would like to learn more about the psychology of eating disorders, make peace with food, improve their body image, and live authentically. The podcast explores how eating disorders work psychologically, what the recovery process looks like, and the cultural context of eating disorders. The show blends solo episodes with the host, Dr. Janean Anderson, and experts in the field including authors, speakers, dietitians, and treatment professionals. The Eating Disorder Recovery podcast balances providing information, education, and outreach with personal stories of hope for recovery.

Dr. Janean Anderson is a licensed psychologist in private practice who specializes in treating eating disorders. She is an author who writes about eating disorder recovery. Her first book, Recover Your Perspective, will be available in fall 2016. Dr. Anderson keeps a blog about eating disorder recovery at www.eatingdisorderrecoveryblog.com.

Dr. Anderson is recovered from anorexia herself and believes full recovery is possible for all people. Using compassion and humor along the way, Dr. Anderson reviews the latest information about eating disorder recovery while sharing pieces of her own recovery story to help others create their own recovery. More information can be found at www.eatingdisorderrecoverypodcast.com and www.DrJaneanAnderson.com.","http://www.coloradotherapyassessment.com/Podcast-cp1",73,"not explicit","Mon, 22 Feb 2016 07:23:19 +0000","Pisces","874a4acb409f77888b3527b3d0abebc7",5,66,"society-culture, society-culture-personal-journals, health-fitness-alternative-health, health-fitness"
"315","https://feeds.acast.com/public/shows/62a10364f02d5b0012e6c948","She Slays the Day with Dr. Lauryn Brunclik","<p>Direct | Soulful | Comedic Advice for female chiropractors most stagnating questions. Getting you unstuck in business, marriage &amp; relationships, self development, and momming.</p><p>Looking for episodes 1-50?  Join my Patreon! https://www.patreon.com/sheslayspodcast</p> <a target='_blank' rel='noopener noreferrer' href=""https://open.acast.com/public/patreon/fanSubscribe/2755689"">Get bonus content on Patreon</a><br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","http://sheslayspodcast.com",155,"not explicit","Sun, 10 May 2020 04:01:00 GMT","Taurus","8898d21d9d780adcae8537e9546a35b9",5,57,"health-fitness-alternative-health, health-fitness, business"
"316","https://feeds.megaphone.fm/the-ringer-nba-show","The Ringer NBA Show","The Ringer NBA team provides insight, reporting, and analysis on the NBA five days a week. MON & THURS: 'Real Ones' with Logan Murdock & Raja Bell; TUES: 'The Answer' with Seerat Sohi & J. Kyle Mann; WED: 'Group Chat' with Justin Verrier, Rob Mahoney & Wosny Lambre; FRI: 'Weekends With Wos' with Wosny Lambre & 'Off Guard' with Austin Rivers & Pausha Haghighi.","https://www.theringer.com",1230,"explicit","Fri, 29 Apr 2016 17:29:22 -0000","Taurus","88cec5d4ea49ac9f87f7f3db203c95d2",5,76,"sports"
"317","https://workyourwealthpodcast.libsyn.com/rss","Work Your Wealth Podcast","The Work Your Wealth Podcast, presented by author, CERTIFIED FINANCIAL PLANNER(TM), and money guru Mary Beth Storjohann is teaching you how to make smarter choices with your money. Featuring interviews with leading authors, business owners and professionals, Work Your Wealth will give you the education, confidence and clarity around your finances that you deserve. If you're ready to use your money to live a life you love, this show is for you.","http://workablewealth.com/wywpodcast/",123,"not explicit","Tue, 31 Jan 2017 22:20:13 +0000","Aquarius","88d9ee0f2cc161247ea7d28559f344f2",5,53,"business, business-investing, business-entrepreneurship"
"318","https://roughfishregistry.com/category/podcasts/feed/","Rough Fish Registry","The first Podcast dedicated to the sport of bowfishing.  With topics on strategies, stories, equipment, people, and anything else we want to dive into.","https://roughfishregistry.com",41,"not explicit","Wed, 01 Feb 2017 01:59:48 +0000","Aquarius","89195b443f5d3196ba6da2b762f2b95e",5,69,"sports-wilderness, sports"
"319","https://isaac-adams-hxdz.squarespace.com/feed?format=rss","United? We Pray","Taking racial struggles to the throne of grace, United? We Pray is a ministry devoted to praying about racial strife—especially between Christians.","https://uwepray.org/feed/",120,"not explicit","Wed, 27 Sep 2017 04:01:00 +0000","Libra","89c9ff52af0a788b646a544c5980e64e",5,96,"society-culture, religion-spirituality, society-culture-personal-journals, christianity"
"320","https://feeds.acast.com/public/shows/624e1c6ac65359001287006e","The How To Make a Podcast Podcast!","Welcome to The How to Make a Podcast Podcast! My name is Casey Ruff from Boundless Body LLC, and I am the host of Boundless Body Radio! I have recorded hundreds of episodes featuring incredible guests, created ton of helpful content, and have consistently generated thousands of downloads every month since I began! I’m ready to show you my process, my successes and failures, and everything I’ve learned along the way to help you make your own podcast!<br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","https://www.facebook.com/The-How-To-Make-a-Podcast-Podcast-253676106533747",42,"not explicit","Wed, 15 Sep 2021 22:00:00 GMT","Virgo","89e0877e2fcc5e1e2acacb09e9473f47",5,71,"education-how-to, education, education-courses"
"321","http://laughbox.aath.org/feed.xml","LaughBox","The official podcast of the Association for Applied and Therapeutic Humor","http://laughbox.aath.org",100,"not explicit","Wed, 01 Feb 2017 08:31:00 -0600","Aquarius","8a22010bf60a22c7b9cc7937b06b4225",5,71,"health-fitness, health-fitness-alternative-health"
"322","https://feeds.buzzsprout.com/1817363.rss","In all Airness - Michael Jordan-era NBA history","Episodes feature former-NBA players, coaches and media. Topic-based chats, too. Adam's focal point is Michael Jordan, but he covers the history of basketball with his unique Australian humour.","https://www.inallairness.com/",209,"not explicit","Sun, 07 Oct 2012 20:00:00 +1100","Libra","8a58d2f2150d9b8a72808fa9a857b9ca",5,52,"sports, sports-basketball, history"
"323","https://feeds.captivate.fm/cryptocurrent/","Crypto Current","Known for providing unparalleled access to the most diverse offering of expert voices in the Cryptocurrency & Blockchain Industry - Crypto Current is bridging the gap between the curious newcomers who are just discovering the space and the thought leaders who are shaping its future. Join us every week to hear from featured guests and learn about all the recent developments and trending stories that impact the future of money.","http://www.crypto-current.co",300,"explicit","Mon, 07 Dec 2020 05:00:00 -0400","Sagittarius","8afa905f1e0b30847681321a5eaa18d4",5,51,"technology, business, business-investing"
"324","https://feed.podbean.com/hardlyheroes/feed.xml","Hardly Heroes","A podcast dedicated to movies, t.v. and everything GEEK related!","https://hardlyheroes.podbean.com",27,"not explicit","Thu, 05 Nov 2020 22:32:22 -0800","Scorpio","8b28f5df283846b4e57faa8d25b1415a",5,78,"tv-film, leisure-hobbies, leisure"
"325","https://www.spreaker.com/show/4805674/episodes/feed","Hacking Your Leadership Podcast","No role plays; just real. Chris & Lorenzo share four decades of combined experience to help you become a more effective leader. <br />Keeping employees engaged and doing their best work today requires a leadership language focused on soft skills like empathy, emotional intelligence, and a desire to make personal connections.<br /> <br />Many leaders want to succeed in this brave new world but employees continue to report poor engagement and they continue to leave companies about every three years. Listen and become a leader who people never want to leave.","https://www.hackingyourleadership.com",727,"explicit","Thu, 03 Aug 2017 03:29:52 +0000","Leo","8c52ea76d70a14f896fdbcbc25f94c4c",5,90,"business, business-careers, business-management"
"327","https://quiverfulladoptions.libsyn.com/rss","Quiver Full Adoptions","Quiver Full Adoptions is a nonprofit adoption agency located in Greenville SC, who has built a loyal following of both followers and friends who are passionate about all things adoption—ethics, education, and stories. Listeners subscribe to Quiver Full Adoptions for the latest in adoption and stories from the adoption triad.The purpose of this podcast is to serve and educate adoptive families before, throughout and after their adoption. This podcast is hosted by Casey Brown and Elizabeth Bordeaux, the Co-Founders of Quiver Full Adoptions, Inc.","http://quiverfulladoptions.com",17,"not explicit","Fri, 14 Dec 2018 21:18:51 +0000","Sagittarius","8c79bdd6c130dc5d2b6f421132245784",5,61,"business-non-profit, government, business"
"328","https://feeds.simplecast.com/Uk_296TP","Edible Activist Podcast","Edible Activist is a podcast that feeds you empowering narratives and perspectives from the voices of emerging black people and people of color in food and agriculture who are stewarding the land, healing communities, and advocating for food justice and economic power across the globe. Hosted by Melissa L. Jones, she interviews a diverse group of everyday growers, farmers, entrepreneurs, artists, and other extraordinary individuals, who exemplify activism in their own edible way. 

This show broadcasts LIVE on YouTube every Monday at 7:30 PM, EST. Subscribe to our channel: @foodtalksncolor","https://edibleactivistpodcast.simplecast.com",142,"explicit","Sun, 9 Sep 2018 16:21:00 +0000","Virgo","8ca97656e484bc02d46fe102d44af94d",5,53,"education, arts-food, arts"
"329","https://anchor.fm/s/318bd68/podcast/rss","Sew Taco","This is the power team (husband and wife) who run the popular and successful brands (Taco Gear® & Sew Bonita). We talk about the stories, fun times and challenges that come with running an online brand and anything else that crosses our mind.","https://podcasters.spotify.com/pod/show/sewtaco",145,"not explicit","Mon, 28 May 2018 17:57:46 GMT","Gemini","8caff9986287c1fbfe671bfa84673238",5,62,"arts-design, arts"
"330","https://fastleadershow.libsyn.com/rss","Fast Leader Show | The Show for the Customer-centric Leader","Become the leader everyone wants to follow, including your customers. Meet some of the world's brightest minds with customer-centric leadership authority Jim Rembach to uncover thought-provoking dynamic strategies to engage employees and customers.

Jim is the developer of Call Center Coach and Editor in Chief of CX Global Media. The Fast Leader Show impacts thousands of people each week by unlocking the power in guests' perspectives, expertise, and experiences.

The show explores how businesses can create dynamic customer experience strategies, improve employee engagement, and develop more human-centric leaders with practical advice that you can use immediately. 

Today’s customers want dynamic customer experiences, and doing so requires improving your creativity and within your organization. Learn how to move onward and upward faster and join in the Hump Day Hoedown.","http://www.fastleader.net/",265,"not explicit","Wed, 13 Jul 2016 08:30:00 +0000","Cancer","8cbf91cc00cca8b703e463c11436d7e4",5,50,"business-management, business-careers, news, business, news-business-news"
"331","https://feeds.redcircle.com/1c6f8a88-17ac-4875-afea-36e05fd60a2e","Fan Critical: A TV and Film Podcast","<p>A podcast like no other, completely honest and unashamedly explicit, join Len, Emma, John, Lucy and Gaz as they watch, review, criticise, praise, adore, theorise, pitch and re-cast all of your favourite shows and films. So put your feet up, relax, pour yourself a drink (we know we will) and listen to us discuss, celebrate and of course be critical.</p>","https://redcircle.com/shows/fan-critical-a-tv-and-film-podcast",324,"explicit","Tue, 10 Oct 2017 23:05:06 +0000","Libra","8da955763ba69c798f77b6d74211c3bd",5,64,"tv-film, comedy"
"332","https://audioboom.com/channels/4932676.rss","Our Ex Life","Serge Bielanko and Monica Bielanko share tales from their divorce and its aftermath as they struggle to coparent three small children while living four-doors-down from each other.","https://audioboom.com/channels/4932676-our-ex-life",8,"explicit","Tue, 24 Oct 2017 17:27:43 +0000","Scorpio","8e2159dbdd0d21e7491c99ac000841eb",5,87,"kids-family, society-culture"
"333","https://feeds.acast.com/public/shows/5a68cea5cbf4007a7a11a583","Uncontained","Welcome to Uncontained hosted by Aaron Static Render! Sit in on conversations with individuals in entertainment, discover new artists, and hear interesting stories along with advice from entertainers at all levels of ""Making it."" Find out about the successes, failures, struggles and sacrifices that each guest has faced and how they live Uncontained no matter what life throws at them.<br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","http://www.uncontainedpod.com",212,"explicit","Sun, 21 Feb 2016 00:00:00 GMT","Pisces","8e84a4237bbe7db6e0214e9a6c9eb80a",5,78,"comedy"
"334","https://marketingbookpodcast.libsyn.com/rss","The Marketing Book Podcast","Weekly interviews with authors of new marketing and sales books. Named by LinkedIn and Forbes as one of the top marketing and sales podcasts. Hosted by Douglas Burdett, a marketing agency principal, former artillery officer, Madison Avenue ad man, and stand-up comedian.","https://www.salesartillery.com/marketing-book-podcast",509,"not explicit","Sun, 25 Jan 2015 17:00:00 +0000","Aquarius","8efb0e9c9515de9975b4a816a738fa80",5,60,"business-marketing, business"
"335","https://feeds.feedburner.com/ShatterTheVain","Shatter The Vain","Shatter The Vain is a weekly Vainglory podcast that covers the news, gameplay, esports, and rumors surrounding Vainglory.","https://shatterthevain.tumblr.com/",20,"not explicit","Mon, 27 Nov 2017 23:52:41 -0600","Sagittarius","8f12c062f124bf2f8b05acae630399d4",5,71,"leisure, leisure-hobbies, leisure-video-games"
"336","https://westernhunter.libsyn.com/rss","Western Hunter","Chris Denham, publisher of Western Hunter Magazine and co-host of The Western Hunter TV show talks about all things relevant to western hunters. Nothing is off the table, just honest conversation with true experts.","http://westernhunter.libsyn.com/website",28,"not explicit","Fri, 11 Jan 2019 18:08:01 +0000","Capricorn","8f1903c5aa931eb8bcae25d7897702c8",5,52,"sports, sports-wilderness"
"337","https://feeds.buzzsprout.com/139253.rss","Deconstructed Detective","The Gumshoe Show presents its debut podcast––Deconstructed Detective––a podcast about solving crime in real time with less than modern devices.Join Marty Stanbaugh, private-eye detective, as she navigates the complex concrete jungle of New York City with Stino—her trusty best friend and crime-solving side kick. Marty’s arch-nemesis, the Drug Lord Mary Jane, continues to elude her as thoughts of Sheriff Brad distract her at every turn.","http://www.thegumshoeshow.com",6,"not explicit","Sun, 25 Mar 2018 00:00:00 -0400","Aries","8f35a351c699c6e10effbd5cfd631610",5,80,"arts-performing-arts, comedy, arts"
"338","https://anchor.fm/s/2b76b198/podcast/rss","Palaver Podcast","The Palaver Podcast aims continue the human tradition of story-telling in ways that continue to keep us connected, inspired and so that future generations have our stories to learn from.
Palaver brings the stories that people don’t hear about to life. To document our stories for us so they potentially inspire people. Palaver showcases Africa from the perspective of Africans and their experiences working travelling, living and loving in Africa.","https://podcasters.spotify.com/pod/show/palaver-podcast",15,"not explicit","Fri, 25 Jun 2021 11:15:23 GMT","Cancer","8f3ba349350f8f1c7f37d563ca865bea",5,52,"sports"
"339","https://outofofficepod.libsyn.com/rss","Out Of Office: A Travel Podcast","Out of Office is a travel podcast hosted by us, Ryan Davis and Kiernan Schmitt. From early childhood, we were each infected with a serious case of wanderlust (among other things.) 

We define travel broadly, from local day trips to high-flyin’ overseas adventures. Every episode, we dig into one topic—ranging from the serious to the silly, the practical to the outlandish—and give advice on how to get out there and explore the world.","https://www.outofofficepod.com/",147,"not explicit","Thu, 04 Oct 2018 10:05:19 +0000","Libra","90208929eaba7dfea1ca47297c03f120",5,92,"society-culture, education, society-culture-places-travel"
"340","https://post.futurimedia.com/kfxn/playlist/rss/17.xml","FAN Outdoors","FAN Outdoors from KFAN.com is your best way to keep up to date on outdoor sporting in Minnesota","https://www.iheart.com/podcast/462-kfan-outdoors-28275947/",378,"explicit","Sat, 09 Sep 2017 08:24:11 -0500","Virgo","9048fb4acd4e35a0a0b33f65230e3847",5,55,"arts, sports"
"341","https://flyestfables.libsyn.com/rss","Flyest Fables","Flyest Fables brings you anthology style and critically acclaimed hopepunk fables for the 21st century. Created by Morgan Givens.","https://www.morgangivens.com/",18,"not explicit","Mon, 01 Oct 2018 18:24:44 +0000","Libra","9128db03569c2e877b04094f5a20b941",5,70,"fiction-drama, kids-family, fiction"
"342","https://feeds.soundcloud.com/users/soundcloud:users:521646366/sounds.rss","Dando Fuete Show","En este programa, el presentador Pedro “El Filósofo” lleva a la audiencia a adentrarse en temas candentes de nuestra sociedad, desde política hasta economía. Sus puntos de vista y análisis exponen a la audiencia a un ángulo diferente sobre los asuntos actuales.","https://www.losradio.com/dandofueteshow/",265,"not explicit","Tue, 16 Oct 2018 23:41:22 +0000","Libra","9162d2be8eb77e278d0a6664564250f7",5,74,"news"
"343","https://feeds.buzzsprout.com/1854045.rss","Econix Talks","Entertaining and uncensored - This is a place where we highlight entrepreneurs and their journeys. We discuss their challenges and what keeps them up at night. Boring economic topics are brought to life and broken down for beginners to understand. Check us out! To be apart of the show and get your questions answered, send an email to info@econix.co.","http://econix.co",144,"not explicit","Sat, 19 Jan 2019 08:58:23 -0500","Capricorn","936b0c244b357ecdf9e3e1561dea4f36",5,59,"business-entrepreneurship, business"
"344","https://feeds.captivate.fm/dont-give-up-skeleton/","Don't Give Up Skeleton: A Dark Souls and Bloodborne Podcast","Don't Give Up, Skeleton is a podcast inspired by one simple question: how did you get into the Souls games? Every week, Jeremy Greer interviews a guest about their own personal Souls story. Guests include a wide variety of people, both well known on the internet and completely unknown. Each episode is a bit different, with guests discussing what the games mean to them, whether it be a technical look into the inner workings, how NPC quest lines mirror personal relationships, fun and exciting lore stories, or lengthy discussions about the music in the games. Support the show directly at https://patreon.com/dontgiveupskeleton
","https://www.dontgiveupskeleton.com",194,"explicit","Wed, 20 Apr 2016 12:00:00 -0500","Taurus","94a9f66766e6645959ab1a679560b591",5,60,"comedy, leisure, leisure-video-games"
"345","https://feeds.captivate.fm/amplifyou/","Amplify YOU with Podcasting","Amplify You with Podcasting is a Podcast for the Podcasting Entrepreneur  with a Big Vision and a Big Message to make a Big Impact with Podcasting. Behind the Mic episodes share stories of success from Podcasters who are making a difference in their listeners lives and an impact in their business. To Grow Market, Manage or Monetize your podcast listen in to the Ask the Expert Interviews to give you the tools to make your podcast journey a success. Host of Amplifyou, Michelle Abraham is an international speaker,  Podcast Producer and voted #14 of the top 50 Moms in Podcasting  in 2020 and 2021 and Entrepreneur of the Year 2021. Michelle is the Category Director for Kids and Family for Podcast Magazine and is also the host of Blissful Parenting Podcast. Michelle is the Founder of Amplifyou. Kevin Harrington, the original shark on the hit Tv Show Shark tank says Amplifyou is North Americas top Podcast Management Company. Michelle and her team have launched well over 300 podcasts in the last few years and her team manages about 70 shows on a weekly basis. Michelle began her work in the Podcast Industry in 2012 after becoming a new mom and falling in love with Podcasting as a loyal listener! Something unique about Michelle is that she doesn’t just speak about a freedom lifestyle she lives it! Her and her family live off the grid on the boat access side of a lake you'll find Michelle driving her kids to the school bus by boat or jet ski all while running a 100% online multi 6 figure business!","http://www.amplifyounetwork.com",187,"not explicit","Wed, 13 Mar 2019 09:00:00 -0700","Pisces","94b04be6a30de9bc552d49124a29bf9b",5,63,"news-tech-news, society-culture-personal-journals, kids-family, news, society-culture"
"346","https://raisinglifelonglearners.libsyn.com/rss","Raising Lifelong Learners","The Raising Lifelong Learners podcast helps parents -- especially homeschooling parents -- encourage their differently-wired kids to learn, explore passions, cultivate creativity, and become fascinated by the world around them. Join host Colleen Kessler -- educational consultant, gifted specialist, author, and speaker -- for interviews, audioblogs, tips, and encouragement to help your differently-wired kiddos become lifelong learners -- children who know that they can find the answers to anything they want to know if they can just view their world with play, passion, and fascination.","https://www.RaisingLifelongLearners.com/podcast",100,"not explicit","Wed, 16 Sep 2020 07:00:00 +0000","Virgo","96040a85f10f6ce7ddfc3dc7d2c3cd71",5,70,"education, kids-family, kids-family-parenting, kids-family-education-for-kids"
"347","https://feeds.acast.com/public/shows/46e42ca7-4921-5f04-a297-1970e72fd86d","Dungeons and Daddies","A Dungeons and Dragons podcast about four dads from our world transported into a realm of high fantasy and magic and their quest to rescue their sons.<br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","http://dungeonsanddaddies.com",112,"explicit","Tue, 22 Jan 2019 06:30:00 GMT","Aquarius","990fb5d651939cb533c3fb30723978a9",5,89,"arts-performing-arts, leisure, comedy, arts, leisure-games, comedy-improv"
"348","https://www.edibleeconomy.com/podcast?format=rss","Edible Economy","Welcome to Edible Economy, where we meet at the intersection of local food, health, environment, and of course, local economy. A sustainable local economy is one that is resilient and inclusive. Join us for in depth conversations that will answer questions asked around the dinner table or at the farmers market. This is YOUR EDIBLE ECONOMY.","https://www.edibleeconomy.com/podcast/",26,"not explicit","Thu, 14 Jun 2018 04:53:25 +0000","Gemini","995a4cf57e493d9707efb17068e5de2a",5,53,"arts-food, arts, health-fitness"
"349","https://feed.pippa.io/public/shows/5a771f3704e411db74117133","SEEN with Miranda Wylie","<p>SEEN is a show about identity that asks: How are you seen? Labels are complicated, communication is challenging, identity is nuanced. None of us are exactly as we appear to strangers, friends, or even ourselves. And yet, now more than ever we are all trying to be SEEN.</p><br><p>Feeling seen is powerful. To honor that power, the SEEN podcast asks guests to prepare a list recounting the ways they been viewed, judged, rendered invisible, or wholly seen by themselves, their loved ones, and strangers. With the SEEN List as our guide, a conversation about experienced and presumed identities unfolds with one central question asked: How are you seen?</p><br><p>Host Miranda Wylie's SEEN List ranges from her childhood label of ""preacher's daughter,"" to her adult persona of ""sexpert."" Her desire to create a platform for others' rich and complicated stories lead to the creation of BedPost Confessions, an award-winning live storytelling show that “stuns audiences with the power of story” (The Austin Chronicle). The ex-New Yorker turned Austinite is a storyteller who advocates for sexual literacy and emotional justice, and whose feminist lens serves her in raising two young boys in Texas.</p><br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","https://shows.acast.com/seen-with-miranda",9,"explicit","Tue, 27 Feb 2018 03:47:09 GMT","Pisces","9979f2626df5ee7d8fab05a0b8c39495",5,59,"society-culture, society-culture-personal-journals"
"350","https://healthcareentrepreneuracademy.libsyn.com/rss","Healthcare Entrepreneur Academy Podcast","Want to learn how to leverage your healthcare knowledge to start or grow a business? 

The Healthcare Entrepreneur Academy podcast presents interviews with real-world healthcare entrepreneurs, innovators, and other leading business experts. On each interview episode, your host Jason A. Duprat will deconstruct each guest's playbook for success so that you can learn ideas, strategies, and insights that will help you on your entrepreneurial journey.  You can follow Jason's personal entrepreneurial journey on his bite-sized ""Tactical Tuesday"" solo episodes!","http://healthcareentrepreneuracademy.libsyn.com/healthcareentrepreneuracademypodcast",329,"not explicit","Tue, 21 May 2019 16:00:00 +0000","Gemini","9a26e598cf954976eef14b601d13cae8",5,54,"education, education-self-improvement, business-entrepreneurship, health-fitness-medicine, health-fitness"
"351","https://feeds.acast.com/public/shows/daemonsdiscuss","Daemons Discuss!","Hi! We're Angela, Jean &amp; Valerie -- aka <strong><em>'The Daemons'</em></strong> -- we talk about the All Souls Series by Deborah Harkness. This includes the trilogy (<strong><em>A Discovery of Witches, Shadow of Night, The Book of Life</em></strong>), <strong><em>Time's Convert</em></strong>, and <strong><em>The World of All Souls </em></strong>and any future books incoming to the universe at large. As new episodes are released in the US/Canada, we also unpack the television series based on these beloved books (titled <strong><em>A Discovery of Witches</em></strong>). Go on! Put in your ear buds, pull up your chair, bring your beverage of choice and join us! We promise that we won't bite ... we'll leave that for the vampires. <em>All Souls-ing since 2012, the Daemons run the online fanzine, </em><a href=""http://www.daemonsdomain.com"" rel=""noopener noreferrer"" target=""_blank""><strong><em>Daemons Domain</em></strong></a><strong><em> -</em></strong><em> series + fandom news, giveaways &amp; All Souls magic.</em><br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","http://www.DaemonsDiscuss.com",158,"explicit","Sun, 18 Sep 2016 20:24:44 GMT","Virgo","9a2de963e2e1b26d42447e22b11508cd",5,76,"arts, tv-film, arts-books"
"352","https://thatagedwell.libsyn.com/rss","That Aged Well","Yesterday's Pop Culture, Today","http://www.thatagedwell.com",229,"explicit","Mon, 10 Dec 2018 20:29:31 +0000","Sagittarius","9c1414a5868e624a4d050e8d873c591d",5,57,"tv-film, arts, arts-performing-arts, tv-film-film-reviews"
"353","https://audioboom.com/channels/4975881.rss","Hello Dysfunction","Childhood best friends, Pata Fria and Crystal share the personal dysfunction in their lives, view on news, gossip, politics and so much more. Nothing is off limits, and everything is funny.","https://hellodysfunctionpodcast.com",210,"explicit","Thu, 11 Oct 2018 00:40:10 +0000","Libra","9d0c404ab4414e34274b2bafa0180a37",5,50,"society-culture, comedy, comedy-improv, society-culture-personal-journals"
"354","https://feeds.libsyn.com/173816/rss","Mango Bae","Stand-up comedians and badmaashi boys Usama Siddiquee and Pranav Behari go way off the rails in this podcast about issues affecting the South Asian diaspora as well as immigrants in general. Rambunctious, irreverent, and incisive, Mango Bae is by desis but for everyone (even whites).","https://art19.com/shows/mango-bae",67,"explicit","Mon, 20 Dec 2021 05:00:00 +0000","Sagittarius","9dabb66c630cb07f25fc9ec5ba5216f3",5,88,"comedy-stand-up, comedy, society-culture"
